,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,Era,Combined_Features
25848,Kurbaan,2009,161 min,5.7,4795,action crime drama,hindi,after_2000,action crime drama hindi after_2000
25849,Ab Badla Main Loongi,1990,,6.4,0,action,hindi,1990_2000,action hindi 1990_2000
25850,Ek Aur Janam,2005,,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25851,Endendigu,2015,,6.5,19,romance,kannada,after_2000,romance kannada after_2000
25852,3 Idiots,2009,170 min,8.4,351187,comedy drama,hindi,after_2000,comedy drama hindi after_2000
25853,Suvarnabhoomi,1969,130 min,6.4,0,musical,kannada,before_1980,musical kannada before_1980
25854,Dharma Productions,2021,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
25855,Rajathi Raja,1988,137 min,6.8,291,action comedy drama,tamil,1980_1990,action comedy drama tamil 1980_1990
25856,Hoichoi Unlimited,2018,135 min,4.4,196,drama,bengali,after_2000,drama bengali after_2000
25857,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,2007,112 min,7.0,521,animation adventure comedy,hindi,after_2000,animation adventure comedy hindi after_2000
25858,ABCD: American-Born Confused Desi,2013,166 min,6.7,2534,comedy,malayalam,after_2000,comedy malayalam after_2000
25859,Preethi Kithabu,2016,127 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
25860,Savati Koduku,1963,,6.4,0,drama,telugu,before_1980,drama telugu before_1980
25861,Mahatma Basweshwar,1990,120 min,6.4,0,drama,hindi,1990_2000,drama hindi 1990_2000
25862,Zachariayude Garbhinikal,2013,114 min,6.1,129,drama,malayalam,after_2000,drama malayalam after_2000
25863,5 minutes,2019,7 min,6.4,0,short,nepali,after_2000,short nepali after_2000
25864,Hanv Tum Tum Hanv,2016,108 min,6.4,0,drama,kashmiri,after_2000,drama kashmiri after_2000
25865,Njangal Santhushtaranu,1999,,5.6,147,comedy drama,malayalam,1990_2000,comedy drama malayalam 1990_2000
25866,Sarvasva,2017,103 min,6.4,0,thriller,kannada,after_2000,thriller kannada after_2000
25867,Natun Diner Alo,1973,121 min,6.6,9,drama,bengali,before_1980,drama bengali before_1980
25868,Pyaasi,2003,,6.4,0,horror,hindi,after_2000,horror hindi after_2000
25869,Actor,2016,,6.4,0,drama thriller,kannada,after_2000,drama thriller kannada after_2000
25870,Bombay,1995,130 min,8.1,11566,drama romance,tamil,1990_2000,drama romance tamil 1990_2000
25871,Mahajananiki Maradhalu Pilla,1990,,6.4,0,romance,telugu,1990_2000,romance telugu 1990_2000
25872,Terror,1985,126 min,6.4,0,drama,telugu,1980_1990,drama telugu 1980_1990
25873,Arth,1982,138 min,7.9,1282,drama romance,hindi,1980_1990,drama romance hindi 1980_1990
25874,Yeh Hain Aurat,2004,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
25875,Ti and Ti,2019,,4.5,20,drama,marathi,after_2000,drama marathi after_2000
25876,System,2006,,6.4,0,action romance,bengali,after_2000,action romance bengali after_2000
25877,Nakili Manishi,1980,,7.0,23,action family,telugu,1980_1990,action family telugu 1980_1990
25878,Sadarakshanaay,2011,,6.4,0,crime,marathi,after_2000,crime marathi after_2000
25879,Dil Tera Aashiq,1993,151 min,5.1,657,comedy drama romance,hindi,1990_2000,comedy drama romance hindi 1990_2000
25880,Koodu,2020,7 min,8.0,6,short drama,malayalam,after_2000,short drama malayalam after_2000
25881,Rangin Raaten,1956,,7.2,20,romance,hindi,before_1980,romance hindi before_1980
25882,Diamond Queen,1940,155 min,6.1,31,action adventure,hindi,before_1980,action adventure hindi before_1980
25883,Samarat Prithviraj Chauvan,1959,145 min,6.7,9,adventure history thriller,oriya,before_1980,adventure history thriller oriya before_1980
25884,Nirudyogi,2009,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
25885,Abhiyatri,1947,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
25886,Kurolla Rajyam,1996,,6.4,0,comedy,telugu,1990_2000,comedy telugu 1990_2000
25887,Yevade Subramanyam,2015,150 min,7.6,2221,adventure comedy drama,telugu,after_2000,adventure comedy drama telugu after_2000
25888,Jamba Lakidi Pamba,2018,141 min,6.5,633,comedy fantasy,telugu,after_2000,comedy fantasy telugu after_2000
25889,Sidlingu,2012,,7.5,92,comedy drama,kannada,after_2000,comedy drama kannada after_2000
25890,Kodanda Ramudu,2000,,6.4,0,family,telugu,after_2000,family telugu after_2000
25891,Madam Fashion,1936,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
25892,Hope Aur Hum,2018,96 min,6.2,402,comedy drama family,hindi,after_2000,comedy drama family hindi after_2000
25893,Sri Krishna Deva Raya,1970,216 min,8.8,70,drama history,kannada,before_1980,drama history kannada before_1980
25894,Friends,2001,167 min,7.5,2348,drama comedy romance,tamil,after_2000,drama comedy romance tamil after_2000
25895,"August 14,1947",2013,12 min,6.4,0,short history,malayalam,after_2000,short history malayalam after_2000
25896,Kondaveeti Donga,1990,151 min,6.9,292,action adventure drama,telugu,1990_2000,action adventure drama telugu 1990_2000
25897,Mayurpankh,1954,106 min,5.9,16,adventure drama musical,urdu,before_1980,adventure drama musical urdu before_1980
25898,EMI: Liya Hai To Chukana Padega,2008,180 min,4.2,578,comedy crime drama,hindi,after_2000,comedy crime drama hindi after_2000
25899,Ellam Avale,1977,,6.4,0,drama,tamil,before_1980,drama tamil before_1980
25900,Ek Aur Laawaris,2004,,6.4,0,action,hindi,after_2000,action hindi after_2000
25901,Roudram 2018,2019,119 min,6.4,0,drama,malayalam,after_2000,drama malayalam after_2000
25902,Chingi,2009,125 min,6.4,0,drama,marathi,after_2000,drama marathi after_2000
25903,Rukmavati Ki Haveli,1991,,6.6,19,drama,hindi,1990_2000,drama hindi 1990_2000
25904,Jodi Breakers,2012,127 min,3.5,1108,comedy musical romance,hindi,after_2000,comedy musical romance hindi after_2000
25905,Meesrti,2005,90 min,3.4,332,action,telugu,after_2000,action telugu after_2000
25906,Gabbar Singh,2007,111 min,4.8,9,action,hindi,after_2000,action hindi after_2000
25907,Beera,2021,,6.4,0,action,kannada,after_2000,action kannada after_2000
25908,Samreen,2018,16 min,6.4,0,documentary short drama,urdu,after_2000,documentary short drama urdu after_2000
25909,Prema Gharshana,2000,142 min,6.4,0,drama,telugu,after_2000,drama telugu after_2000
25910,Chand Ke Paar Chalo,2006,169 min,6.7,31,romance,hindi,after_2000,romance hindi after_2000
25911,Tawaan,2020,,8.9,26,crime drama,oriya,after_2000,crime drama oriya after_2000
25912,Yeh Raat Phir Na Aaygi,1966,,6.7,60,drama mystery romance,urdu,before_1980,drama mystery romance urdu before_1980
25913,Melnaattu Marumagan,2018,,6.4,0,action,tamil,after_2000,action tamil after_2000
25914,Labbaik,1980,,6.4,0,action,hindi,1980_1990,action hindi 1980_1990
25915,Thenmozhi,2019,,6.4,0,short drama,malayalam,after_2000,short drama malayalam after_2000
25916,Brand,2018,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
25917,Queen of Khajuraho,2001,,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25918,Sniff!!!,2017,89 min,5.4,135,adventure comedy family,hindi,after_2000,adventure comedy family hindi after_2000
25919,Dhada,2011,147 min,3.7,503,action comedy,telugu,after_2000,action comedy telugu after_2000
25920,Time To Retaliate: MASOOM,2019,113 min,5.4,19,crime,hindi,after_2000,crime hindi after_2000
25921,Ek Zindgi Arman Bhari,1984,,6.4,0,romance,hindi,1980_1990,romance hindi 1980_1990
25922,Hawas Ki Diwani,2002,53 min,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25923,Abhishapta,1951,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
25924,Bundal Baaz,1976,,6.5,54,comedy fantasy romance,hindi,before_1980,comedy fantasy romance hindi before_1980
25925,Har Dil Jo Pyar Karega...,2000,173 min,5.2,4069,comedy drama musical,hindi,after_2000,comedy drama musical hindi after_2000
25926,Bhooka Sher,2001,109 min,5.6,16,action,hindi,after_2000,action hindi after_2000
25927,Beqasoor,1980,,4.6,11,action crime drama,hindi,1980_1990,action crime drama hindi 1980_1990
25928,Shiva Dada,1991,,6.4,7,action,hindi,1990_2000,action hindi 1990_2000
25929,Kodama Simham,1990,141 min,6.7,290,action adventure western,telugu,1990_2000,action adventure western telugu 1990_2000
25930,Deewano Ki Rangeeli,2002,,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
25931,Sagakkal,2011,145 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
25932,Padi Padi Leche Manasu,2018,158 min,6.4,1050,drama romance,telugu,after_2000,drama romance telugu after_2000
25933,Kolusu,1985,135 min,6.4,0,drama,tamil,1980_1990,drama tamil 1980_1990
25934,Aaba Zindabad,2008,,6.4,0,drama,marathi,after_2000,drama marathi after_2000
25935,KERANIR JIBAN,1953,119 min,7.2,6,drama,bengali,before_1980,drama bengali before_1980
25936,Manamantha,2016,164 min,7.7,840,drama,malayalam,after_2000,drama malayalam after_2000
25937,Ilavatta Pasanga,2017,118 min,6.4,0,action,tamil,after_2000,action tamil after_2000
25938,Sada Mee Sevalo,2005,147 min,5.4,38,drama,telugu,after_2000,drama telugu after_2000
25939,Awara Baap,1985,,4.9,74,drama family,hindi,1980_1990,drama family hindi 1980_1990
25940,Kala Chashma,1962,,6.4,0,thriller,hindi,before_1980,thriller hindi before_1980
25941,Dil Ke Pechey Pechey',2005,110 min,5.7,10,drama thriller,hindi,after_2000,drama thriller hindi after_2000
25942,Gumnam Qatil,2001,,3.2,5,horror,hindi,after_2000,horror hindi after_2000
25943,Baahubali: The Beginning,2015,159 min,8.0,104399,action drama,tamil,after_2000,action drama tamil after_2000
25944,Pottas Bomb,2013,94 min,4.1,13,drama,malayalam,after_2000,drama malayalam after_2000
25945,Doodh Sagar,2014,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
25946,Greetings Card,2014,123 min,8.4,12,romance,bengali,after_2000,romance bengali after_2000
25947,Nal Damayanti,1988,135 min,6.4,0,drama,hindi,1980_1990,drama hindi 1980_1990
25948,Mahananda,1939,,6.4,0,drama romance musical,telugu,before_1980,drama romance musical telugu before_1980
25949,Filmmakers in Action,2005,102 min,7.4,97,documentary biography,malayalam,after_2000,documentary biography malayalam after_2000
25950,Krishna Aur Kans,2012,117 min,6.5,185,animation action adventure,hindi,after_2000,animation action adventure hindi after_2000
25951,Dharma Chakram,1996,144 min,7.0,125,drama,telugu,1990_2000,drama telugu 1990_2000
25952,Char Dervesh,1964,,6.6,21,adventure fantasy,hindi,before_1980,adventure fantasy hindi before_1980
25953,Kadambari,1976,,6.4,7,drama romance,hindi,before_1980,drama romance hindi before_1980
25954,Hridoye Lekho Naam,2012,135 min,6.4,0,drama,bengali,after_2000,drama bengali after_2000
25955,Deewane Huye Paagal,2005,158 min,5.3,4552,action comedy drama,hindi,after_2000,action comedy drama hindi after_2000
25956,Vamsee,2000,145 min,4.7,695,action,telugu,after_2000,action telugu after_2000
25957,Kalalu Kandaam Raa,2002,,7.0,8,romance,telugu,after_2000,romance telugu after_2000
25958,Jeevitha Khaidi,1994,,6.4,0,drama,telugu,1990_2000,drama telugu 1990_2000
25959,Dholak,1951,155 min,6.3,6,comedy romance,hindi,before_1980,comedy romance hindi before_1980
25960,Shahrukh khan ki Maut (Death of Shahrukh khan),2005,56 min,7.4,10,drama,urdu,after_2000,drama urdu after_2000
25961,Kadathukaran,1965,,6.4,0,drama,malayalam,before_1980,drama malayalam before_1980
25962,Herbert,2006,142 min,7.5,222,crime drama,bengali,after_2000,crime drama bengali after_2000
25963,Mirza Jatt,1992,103 min,6.4,0,romance,punjabi,1990_2000,romance punjabi 1990_2000
25964,Youth Festival,2004,,2.6,16,comedy romance thriller,malayalam,after_2000,comedy romance thriller malayalam after_2000
25965,Bluff Master,2018,138 min,6.4,289,crime thriller,telugu,after_2000,crime thriller telugu after_2000
25966,A Knife in the Bar,2012,21 min,6.3,17,short drama,malayalam,after_2000,short drama malayalam after_2000
25967,Jaan-E-Bahaar,1958,,6.4,0,romance,urdu,before_1980,romance urdu before_1980
25968,Babloo Bachelor,2021,,6.4,0,comedy,hindi,after_2000,comedy hindi after_2000
25969,Tendulkar Out,2013,108 min,5.0,5,drama,marathi,after_2000,drama marathi after_2000
25970,ATM,2015,121 min,6.4,0,action comedy drama,malayalam,after_2000,action comedy drama malayalam after_2000
25971,Main Phir Aaoongi,1998,,2.9,7,horror,hindi,1990_2000,horror hindi 1990_2000
25972,Aswathama,2020,133 min,6.4,943,action crime thriller,telugu,after_2000,action crime thriller telugu after_2000
25973,Swa Le,2009,139 min,5.9,152,comedy drama,malayalam,after_2000,comedy drama malayalam after_2000
25974,Sraboner Dhara,2019,110 min,6.9,166,drama,bengali,after_2000,drama bengali after_2000
25975,Sachin,2019,137 min,3.6,93,comedy romance sport,malayalam,after_2000,comedy romance sport malayalam after_2000
25976,Sindoora Rekha,1995,,5.6,28,drama musical romance,malayalam,1990_2000,drama musical romance malayalam 1990_2000
25977,Oru Muthassi Katha,1988,,5.9,20,drama,malayalam,1980_1990,drama malayalam 1980_1990
25978,Aaram,1951,,6.8,40,romance,hindi,before_1980,romance hindi before_1980
25979,Ekhono Onek Raat,1997,,8.2,26,war,bengali,1990_2000,war bengali 1990_2000
25980,Naam Pirandha Mann,1977,156 min,5.0,23,action crime drama,tamil,before_1980,action crime drama tamil before_1980
25981,Shalini Ente Koottukari,1978,130 min,6.5,32,drama romance,malayalam,before_1980,drama romance malayalam before_1980
25982,Waada,1957,125 min,9.0,5,musical romance,oriya,before_1980,musical romance oriya before_1980
25983,Marunnu,2018,10 min,6.4,0,short drama mystery,malayalam,after_2000,short drama mystery malayalam after_2000
25984,Saaya Kaali Raat Mein,2001,,6.4,0,action,hindi,after_2000,action hindi after_2000
25985,Ji,2005,172 min,4.4,561,action drama,tamil,after_2000,action drama tamil after_2000
25986,Lajwanti,1958,120 min,7.3,42,drama family,hindi,before_1980,drama family hindi before_1980
25987,Malaamee,2008,20 min,6.4,0,short drama,nepali,after_2000,short drama nepali after_2000
25988,Anubhuti,2021,110 min,6.4,0,drama,hindi,after_2000,drama hindi after_2000
25989,Addi Tappaa,2005,,6.4,0,mystery,punjabi,after_2000,mystery punjabi after_2000
25990,Kalyana Kacheri,1997,,4.8,29,comedy drama,malayalam,1990_2000,comedy drama malayalam 1990_2000
25991,Daari Thappinete Manishi,1981,114 min,6.4,0,musical,telugu,1980_1990,musical telugu 1980_1990
25992,The Lockdown Stories,2021,90 min,6.4,0,drama,bengali,after_2000,drama bengali after_2000
25993,Ek Din Bahu Ka,1983,,5.4,11,drama,hindi,1980_1990,drama hindi 1980_1990
25994,Rahasya,2020,92 min,6.4,0,horror,marathi,after_2000,horror marathi after_2000
25995,Kuppathu Raja,1979,134 min,5.9,30,musical,tamil,before_1980,musical tamil before_1980
25996,Karz Chukana Hai,1991,,5.5,90,drama,hindi,1990_2000,drama hindi 1990_2000
25997,Badha,2005,136 min,7.0,41,action drama romance,bengali,after_2000,action drama romance bengali after_2000
25998,Nude,2018,112 min,7.4,425,drama,marathi,after_2000,drama marathi after_2000
25999,Bangabandhu,2021,,6.4,0,biography,bengali,after_2000,biography bengali after_2000
26000,Sultan-e-Azam,1995,,6.4,0,action,punjabi,1990_2000,action punjabi 1990_2000
26001,Ennaalum Sarath..?,2018,131 min,5.0,8,mystery thriller,malayalam,after_2000,mystery thriller malayalam after_2000
26002,Sri Anjaneya Charita,1981,126 min,6.4,0,drama,telugu,1980_1990,drama telugu 1980_1990
26003,Main Hoon Durga,2004,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
26004,Rudane,2018,138 min,6.4,0,biography drama,nepali,after_2000,biography drama nepali after_2000
26005,Bhabhi Ka Chumma,2005,,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
26006,Rebecca Uthup Kizhakemala,2013,,4.0,24,drama romance sport,malayalam,after_2000,drama romance sport malayalam after_2000
26007,Boner Moto Bon,1989,,6.4,0,drama,bengali,1980_1990,drama bengali 1980_1990
26008,Chhal,2002,,6.4,185,action crime drama,hindi,after_2000,action crime drama hindi after_2000
26009,Ayalvasi Oru Daridravasi,1986,112 min,6.9,66,comedy,malayalam,1980_1990,comedy malayalam 1980_1990
26010,Thovalapookkal,1995,,6.4,0,drama,malayalam,1990_2000,drama malayalam 1990_2000
26011,Bandookya,2017,121 min,7.5,11,drama family,marathi,after_2000,drama family marathi after_2000
26012,Mr Black Mr White,2019,,6.4,0,comedy,hindi,after_2000,comedy hindi after_2000
26013,Baazaar,2018,137 min,6.6,4742,crime drama thriller,hindi,after_2000,crime drama thriller hindi after_2000
26014,Manithan Maravillai,1962,,5.8,9,comedy drama,tamil,before_1980,comedy drama tamil before_1980
26015,Amar Rahe Ye Pyar,1961,121 min,6.5,14,drama,oriya,before_1980,drama oriya before_1980
26016,Anya Ek Jatra,2001,,6.4,0,drama,assamese,after_2000,drama assamese after_2000
26017,Malai Malai,2008,,5.1,42,action,tamil,after_2000,action tamil after_2000
26018,Hasratein,2016,,6.4,0,drama,urdu,after_2000,drama urdu after_2000
26019,Gora Aur Kala,1972,128 min,5.0,101,action comedy drama,hindi,before_1980,action comedy drama hindi before_1980
26020,Dil e Jaanam,2017,,8.5,8,drama,urdu,after_2000,drama urdu after_2000
26021,Mr. Brahmachari,2003,,3.6,241,comedy drama,malayalam,after_2000,comedy drama malayalam after_2000
26022,Gayer Bodhu,1971,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
26023,Mayooraa,1976,,7.9,16,drama,hindi,before_1980,drama hindi before_1980
26024,Marupuram,1990,139 min,5.7,34,crime drama mystery,malayalam,1990_2000,crime drama mystery malayalam 1990_2000
26025,Ethirey,2017,17 min,8.3,9,short drama,malayalam,after_2000,short drama malayalam after_2000
26026,Teen Aur Aadha,2018,121 min,6.7,222,drama,gujarati,after_2000,drama gujarati after_2000
26027,Qayamat,2021,40 min,7.8,12,drama,oriya,after_2000,drama oriya after_2000
26028,Rejsen,2017,21 min,8.3,15,short,nepali,after_2000,short nepali after_2000
26029,Rusthum,2018,142 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
26030,Sapthamashree Thaskaraha,2014,148 min,6.8,1371,comedy thriller,malayalam,after_2000,comedy thriller malayalam after_2000
26031,Paramathma,2011,,6.8,582,romance,kannada,after_2000,romance kannada after_2000
26032,Capmaari,2019,133 min,3.2,119,comedy drama romance,tamil,after_2000,comedy drama romance tamil after_2000
26033,Prem Kahani,1937,87 min,5.9,12,drama family romance,hindi,before_1980,drama family romance hindi before_1980
26034,Maan Jao Naa,2018,128 min,5.9,72,comedy drama romance,urdu,after_2000,comedy drama romance urdu after_2000
26035,One Night At Villa,2019,,6.4,0,horror,hindi,after_2000,horror hindi after_2000
26036,Siva Thaandavam,1977,,6.4,0,drama,malayalam,before_1980,drama malayalam before_1980
26037,Laparwah,1981,,5.3,13,action drama,hindi,1980_1990,action drama hindi 1980_1990
26038,Lalla,2014,83 min,6.4,0,comedy drama,bengali,after_2000,comedy drama bengali after_2000
26039,Amaram Akhilam Prema,2020,132 min,7.4,223,drama romance,telugu,after_2000,drama romance telugu after_2000
